,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,832,167,5,valletta,10,swedish,1,147888
1,504,201,14,valletta,10,swedish,1,147888
2,400,103,22,valletta,10,swedish,1,147888
3,295,77,0,valletta,10,swedish,1,147888
4,754,317,16,valletta,10,swedish,1,147888
5,160,123,4,valletta,10,swedish,1,147888
6,512,226,8,valletta,10,swedish,1,147888
7,643,82,0,valletta,10,swedish,1,147888
8,200,138,16,valletta,10,swedish,1,147888
9,363,172,10,valletta,10,swedish,1,147888
10,732,207,14,valletta,10,swedish,1,147888
11,134,83,0,valletta,10,swedish,1,147888
12,334,85,1,valletta,10,swedish,1,147888
13,377,147,0,valletta,10,swedish,1,147888
14,718,170,7,valletta,10,swedish,1,147888
15,404,147,0,valletta,10,swedish,1,147888
16,325,106,0,valletta,10,swedish,1,147888
17,480,79,1,valletta,10,swedish,1,147888
18,389,126,0,valletta,10,swedish,1,147888
19,81,172,10,valletta,10,swedish,1,147888
20,282,170,10,valletta,10,swedish,1,147888
21,55,129,4,valletta,10,swedish,1,147888
22,476,131,15,valletta,10,swedish,1,147888
23,905,172,1,valletta,10,swedish,1,147888
24,501,95,3,valletta,10,swedish,1,147888
25,376,205,10,valletta,10,swedish,1,147888
26,491,202,10,valletta,10,swedish,1,147888
27,466,175,6,valletta,10,swedish,1,147888
28,749,130,0,valletta,10,swedish,1,147888
29,985,72,15,valletta,10,swedish,1,147888
30,639,215,10,valletta,10,swedish,1,147888
31,719,257,11,valletta,10,swedish,1,147888
32,965,172,10,valletta,10,swedish,1,147888
33,709,146,0,valletta,10,swedish,1,147888
34,360,207,14,valletta,10,swedish,1,147888
35,859,146,0,valletta,10,swedish,1,147888
36,521,90,4,valletta,10,swedish,1,147888
37,598,149,0,valletta,10,swedish,1,147888
38,244,363,10,valletta,10,swedish,1,147888
39,237,177,10,valletta,10,swedish,1,147888
40,209,75,0,valletta,10,swedish,1,147888
41,861,235,9,valletta,10,swedish,1,147888
42,371,104,0,valletta,10,swedish,1,147888
43,424,291,7,valletta,10,swedish,1,147888
44,746,170,15,valletta,10,swedish,1,147888
45,592,334,10,valletta,10,swedish,1,147888
46,988,173,10,valletta,10,swedish,1,147888
47,106,175,14,valletta,10,swedish,1,147888
0,643,75,27,valletta,31,lithuanian,1,147889
1,832,132,50,valletta,31,lithuanian,1,147889
2,389,108,41,valletta,31,lithuanian,1,147889
3,377,129,68,valletta,31,lithuanian,1,147889
4,746,157,76,valletta,31,lithuanian,1,147889
5,985,70,57,valletta,31,lithuanian,1,147889
6,209,72,52,valletta,31,lithuanian,1,147889
7,480,71,24,valletta,31,lithuanian,1,147889
8,404,141,22,valletta,31,lithuanian,1,147889
9,237,145,60,valletta,31,lithuanian,1,147889
10,282,135,54,valletta,31,lithuanian,1,147889
11,598,140,60,valletta,31,lithuanian,1,147889
12,371,94,49,valletta,31,lithuanian,1,147889
13,81,129,66,valletta,31,lithuanian,1,147889
14,106,144,57,valletta,31,lithuanian,1,147889
15,200,133,68,valletta,31,lithuanian,1,147889
16,709,140,56,valletta,31,lithuanian,1,147889
17,719,155,102,valletta,31,lithuanian,1,147889
18,363,129,56,valletta,31,lithuanian,1,147889
19,754,233,118,valletta,31,lithuanian,1,147889
20,134,78,23,valletta,31,lithuanian,1,147889
21,334,80,25,valletta,31,lithuanian,1,147889
22,512,182,74,valletta,31,lithuanian,1,147889
23,501,75,24,valletta,31,lithuanian,1,147889
24,55,106,45,valletta,31,lithuanian,1,147889
25,988,137,52,valletta,31,lithuanian,1,147889
26,639,158,81,valletta,31,lithuanian,1,147889
27,400,99,58,valletta,31,lithuanian,1,147889
28,491,160,90,valletta,31,lithuanian,1,147889
29,360,163,71,valletta,31,lithuanian,1,147889
30,732,163,99,valletta,31,lithuanian,1,147889
31,521,68,27,valletta,31,lithuanian,1,147889
32,325,102,24,valletta,31,lithuanian,1,147889
33,749,103,24,valletta,31,lithuanian,1,147889
34,424,168,81,valletta,31,lithuanian,1,147889
35,476,126,34,valletta,31,lithuanian,1,147889
36,718,140,58,valletta,31,lithuanian,1,147889
37,295,71,23,valletta,31,lithuanian,1,147889
38,592,251,105,valletta,31,lithuanian,1,147889
39,504,152,80,valletta,31,lithuanian,1,147889
40,160,94,23,valletta,31,lithuanian,1,147889
41,376,162,98,valletta,31,lithuanian,1,147889
42,861,170,78,valletta,31,lithuanian,1,147889
43,244,269,94,valletta,31,lithuanian,1,147889
44,905,129,70,valletta,31,lithuanian,1,147889
45,859,134,61,valletta,31,lithuanian,1,147889
46,466,138,59,valletta,31,lithuanian,1,147889
47,965,136,60,valletta,31,lithuanian,1,147889
0,861,155,160,valletta,41,dutch,1,147890
1,639,152,165,valletta,41,dutch,1,147890
2,200,133,112,valletta,41,dutch,1,147890
3,832,126,92,valletta,41,dutch,1,147890
4,404,132,45,valletta,41,dutch,1,147890
5,334,74,46,valletta,41,dutch,1,147890
6,389,95,89,valletta,41,dutch,1,147890
7,237,134,118,valletta,41,dutch,1,147890
8,377,126,117,valletta,41,dutch,1,147890
9,360,157,158,valletta,41,dutch,1,147890
10,363,129,115,valletta,41,dutch,1,147890
11,400,86,115,valletta,41,dutch,1,147890
12,754,224,227,valletta,41,dutch,1,147890
13,988,130,112,valletta,41,dutch,1,147890
14,859,131,94,valletta,41,dutch,1,147890
15,476,126,49,valletta,41,dutch,1,147890
16,295,67,46,valletta,41,dutch,1,147890
17,376,155,164,valletta,41,dutch,1,147890
18,905,129,122,valletta,41,dutch,1,147890
19,598,130,118,valletta,41,dutch,1,147890
20,749,98,45,valletta,41,dutch,1,147890
21,501,72,46,valletta,41,dutch,1,147890
22,371,92,94,valletta,41,dutch,1,147890
23,512,154,153,valletta,41,dutch,1,147890
24,209,63,114,valletta,41,dutch,1,147890
25,424,154,168,valletta,41,dutch,1,147890
26,134,71,47,valletta,41,dutch,1,147890
27,106,133,119,valletta,41,dutch,1,147890
28,643,73,45,valletta,41,dutch,1,147890
