,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,166,148,7,amsterdam,9,finnish,1,303971
1,752,353,9,amsterdam,9,finnish,1,303971
2,658,191,3,amsterdam,9,finnish,1,303971
3,140,199,3,amsterdam,9,finnish,1,303971
4,105,188,8,amsterdam,9,finnish,1,303971
5,417,191,0,amsterdam,9,finnish,1,303971
6,505,117,4,amsterdam,9,finnish,1,303971
7,921,98,8,amsterdam,9,finnish,1,303971
8,326,308,15,amsterdam,9,finnish,1,303971
9,482,86,0,amsterdam,9,finnish,1,303971
10,967,84,0,amsterdam,9,finnish,1,303971
11,891,132,5,amsterdam,9,finnish,1,303971
12,429,268,25,amsterdam,9,finnish,1,303971
13,971,191,8,amsterdam,9,finnish,1,303971
14,103,194,24,amsterdam,9,finnish,1,303971
15,22,188,2,amsterdam,9,finnish,1,303971
16,16,191,0,amsterdam,9,finnish,1,303971
17,515,438,9,amsterdam,9,finnish,1,303971
18,234,188,4,amsterdam,9,finnish,1,303971
19,224,153,16,amsterdam,9,finnish,1,303971
20,45,189,0,amsterdam,9,finnish,1,303971
21,627,114,0,amsterdam,9,finnish,1,303971
22,223,162,0,amsterdam,9,finnish,1,303971
23,441,228,13,amsterdam,9,finnish,1,303971
24,880,139,0,amsterdam,9,finnish,1,303971
25,163,226,10,amsterdam,9,finnish,1,303971
26,307,136,7,amsterdam,9,finnish,1,303971
27,628,162,0,amsterdam,9,finnish,1,303971
28,86,120,0,amsterdam,9,finnish,1,303971
29,218,316,6,amsterdam,9,finnish,1,303971
30,303,228,4,amsterdam,9,finnish,1,303971
31,52,188,7,amsterdam,9,finnish,1,303971
32,230,196,4,amsterdam,9,finnish,1,303971
33,369,81,0,amsterdam,9,finnish,1,303971
34,660,185,5,amsterdam,9,finnish,1,303971
35,83,189,8,amsterdam,9,finnish,1,303971
36,821,118,6,amsterdam,9,finnish,1,303971
37,101,428,9,amsterdam,9,finnish,1,303971
38,450,184,33,amsterdam,9,finnish,1,303971
39,493,189,3,amsterdam,9,finnish,1,303971
40,271,88,0,amsterdam,9,finnish,1,303971
41,157,319,16,amsterdam,9,finnish,1,303971
