,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,192,121,0,paris,1,czech,0,90344
1,926,191,8,paris,1,czech,0,90344
2,133,161,0,paris,1,czech,0,90344
3,436,252,15,paris,1,czech,0,90344
4,617,457,1,paris,1,czech,0,90344
5,571,465,0,paris,1,czech,0,90344
6,705,146,0,paris,1,czech,0,90344
7,419,138,1,paris,1,czech,0,90344
8,963,138,0,paris,1,czech,0,90344
9,359,144,0,paris,1,czech,0,90344
10,379,439,1,paris,1,czech,0,90344
11,841,89,0,paris,1,czech,0,90344
12,576,231,0,paris,1,czech,0,90344
13,123,158,0,paris,1,czech,0,90344
14,776,162,0,paris,1,czech,0,90344
15,130,321,1,paris,1,czech,0,90344
16,150,231,10,paris,1,czech,0,90344
17,216,246,3,paris,1,czech,0,90344
18,159,321,1,paris,1,czech,0,90344
19,222,346,2,paris,1,czech,0,90344
20,580,144,4,paris,1,czech,0,90344
21,792,87,2,paris,1,czech,0,90344
22,736,229,0,paris,1,czech,0,90344
23,656,153,0,paris,1,czech,0,90344
24,889,195,0,paris,1,czech,0,90344
25,614,89,0,paris,1,czech,0,90344
26,492,119,0,paris,1,czech,0,90344
27,509,91,0,paris,1,czech,0,90344
28,853,191,1,paris,1,czech,0,90344
29,254,168,0,paris,1,czech,0,90344
30,342,122,0,paris,1,czech,0,90344
31,734,144,0,paris,1,czech,0,90344
32,663,158,3,paris,1,czech,0,90344
33,176,87,0,paris,1,czech,0,90344
34,331,100,1,paris,1,czech,0,90344
35,165,164,0,paris,1,czech,0,90344
36,738,146,0,paris,1,czech,0,90344
37,579,86,0,paris,1,czech,0,90344
38,338,200,12,paris,1,czech,0,90344
39,903,91,0,paris,1,czech,0,90344
40,803,370,1,paris,1,czech,0,90344
41,65,164,0,paris,1,czech,0,90344
42,305,197,1,paris,1,czech,0,90344
43,447,138,0,paris,1,czech,0,90344
44,640,197,0,paris,1,czech,0,90344
45,863,465,1,paris,1,czech,0,90344
46,645,164,0,paris,1,czech,0,90344
47,797,148,0,paris,1,czech,0,90344
48,227,86,0,paris,1,czech,0,90344
49,62,87,0,paris,1,czech,0,90344
50,314,119,0,paris,1,czech,0,90344
51,795,169,0,paris,1,czech,0,90344
52,756,252,1,paris,1,czech,0,90344
53,790,463,1,paris,1,czech,0,90344
54,28,203,0,paris,1,czech,0,90344
55,972,102,3,paris,1,czech,0,90344
56,823,319,1,paris,1,czech,0,90344
57,911,156,4,paris,1,czech,0,90344
58,722,197,0,paris,1,czech,0,90344
59,912,168,0,paris,1,czech,0,90344
60,595,191,0,paris,1,czech,0,90344
61,564,94,0,paris,1,czech,0,90344
62,207,168,0,paris,1,czech,0,90344
63,937,286,1,paris,1,czech,0,90344
64,534,407,1,paris,1,czech,0,90344
65,742,426,1,paris,1,czech,0,90344
66,339,258,1,paris,1,czech,0,90344
67,949,403,1,paris,1,czech,0,90344
68,884,227,0,paris,1,czech,0,90344
69,599,105,12,paris,1,czech,0,90344
70,910,89,0,paris,1,czech,0,90344
71,121,85,0,paris,1,czech,0,90344
72,817,308,1,paris,1,czech,0,90344
73,148,116,0,paris,1,czech,0,90344
74,449,226,1,paris,1,czech,0,90344
75,327,231,0,paris,1,czech,0,90344
76,357,191,0,paris,1,czech,0,90344
77,629,89,0,paris,1,czech,0,90344
78,723,87,0,paris,1,czech,0,90344
79,970,335,1,paris,1,czech,0,90344
80,477,86,0,paris,1,czech,0,90344
81,980,116,0,paris,1,czech,0,90344
82,49,164,0,paris,1,czech,0,90344
83,14,159,0,paris,1,czech,0,90344
84,199,233,0,paris,1,czech,0,90344
85,975,169,3,paris,1,czech,0,90344
86,602,117,0,paris,1,czech,0,90344
87,94,255,38,paris,1,czech,0,90344
88,301,136,1,paris,1,czech,0,90344
89,248,319,1,paris,1,czech,0,90344
90,560,189,2,paris,1,czech,0,90344
91,27,361,2,paris,1,czech,0,90344
92,397,435,1,paris,1,czech,0,90344
93,741,194,1,paris,1,czech,0,90344
94,577,191,0,paris,1,czech,0,90344
95,851,91,0,paris,1,czech,0,90344
96,946,330,1,paris,1,czech,0,90344
97,29,325,1,paris,1,czech,0,90344
98,69,257,42,paris,1,czech,0,90344
99,24,418,1,paris,1,czech,0,90344
100,858,306,1,paris,1,czech,0,90344
101,573,433,1,paris,1,czech,0,90344
102,584,470,1,paris,1,czech,0,90344
103,132,457,1,paris,1,czech,0,90344
104,474,186,0,paris,1,czech,0,90344
105,612,231,1,paris,1,czech,0,90344
106,484,140,1,paris,1,czech,0,90344
107,998,229,0,paris,1,czech,0,90344
108,115,109,17,paris,1,czech,0,90344
109,986,328,1,paris,1,czech,0,90344
110,21,87,0,paris,1,czech,0,90344
111,306,231,1,paris,1,czech,0,90344
112,767,191,0,paris,1,czech,0,90344
113,731,191,0,paris,1,czech,0,90344
114,274,195,0,paris,1,czech,0,90344
115,257,191,0,paris,1,czech,0,90344
116,95,463,1,paris,1,czech,0,90344
117,882,226,0,paris,1,czech,0,90344
118,182,165,0,paris,1,czech,0,90344
119,782,377,2,paris,1,czech,0,90344
120,119,321,1,paris,1,czech,0,90344
121,785,289,1,paris,1,czech,0,90344
122,748,325,1,paris,1,czech,0,90344
123,825,191,2,paris,1,czech,0,90344
124,837,427,1,paris,1,czech,0,90344
125,634,89,0,paris,1,czech,0,90344
126,708,191,1,paris,1,czech,0,90344
127,41,138,1,paris,1,czech,0,90344
128,948,246,1,paris,1,czech,0,90344
129,467,260,43,paris,1,czech,0,90344
130,412,271,63,paris,1,czech,0,90344
131,631,84,0,paris,1,czech,0,90344
132,868,292,1,paris,1,czech,0,90344
133,842,452,1,paris,1,czech,0,90344
134,225,195,0,paris,1,czech,0,90344
135,299,117,0,paris,1,czech,0,90344
136,942,319,1,paris,1,czech,0,90344
137,522,200,0,paris,1,czech,0,90344
138,229,226,1,paris,1,czech,0,90344
139,735,198,0,paris,1,czech,0,90344
140,647,146,0,paris,1,czech,0,90344
141,885,195,1,paris,1,czech,0,90344
142,808,449,1,paris,1,czech,0,90344
143,684,86,0,paris,1,czech,0,90344
144,66,189,0,paris,1,czech,0,90344
145,700,181,55,paris,1,czech,0,90344
146,308,303,1,paris,1,czech,0,90344
147,290,195,0,paris,1,czech,0,90344
148,992,84,0,paris,1,czech,0,90344
149,866,465,1,paris,1,czech,0,90344
150,558,104,0,paris,1,czech,0,90344
151,188,86,7,paris,1,czech,0,90344
152,238,162,0,paris,1,czech,0,90344
153,259,140,0,paris,1,czech,0,90344
154,392,194,0,paris,1,czech,0,90344
0,933,150,0,amsterdam,1,german,0,90345
1,82,108,0,amsterdam,1,german,0,90345
2,10,151,0,amsterdam,1,german,0,90345
3,603,356,1,amsterdam,1,german,0,90345
4,809,404,1,amsterdam,1,german,0,90345
5,103,180,7,amsterdam,1,german,0,90345
6,971,176,0,amsterdam,1,german,0,90345
7,878,108,0,amsterdam,1,german,0,90345
8,442,190,1,amsterdam,1,german,0,90345
9,743,171,0,amsterdam,1,german,0,90345
10,193,147,0,amsterdam,1,german,0,90345
11,158,176,1,amsterdam,1,german,0,90345
12,22,173,0,amsterdam,1,german,0,90345
13,777,178,0,amsterdam,1,german,0,90345
14,417,176,0,amsterdam,1,german,0,90345
15,627,105,0,amsterdam,1,german,0,90345
16,807,404,1,amsterdam,1,german,0,90345
17,264,79,0,amsterdam,1,german,0,90345
18,715,173,0,amsterdam,1,german,0,90345
19,967,78,0,amsterdam,1,german,0,90345
20,429,248,9,amsterdam,1,german,0,90345
21,12,78,0,amsterdam,1,german,0,90345
22,867,147,0,amsterdam,1,german,0,90345
23,892,276,1,amsterdam,1,german,0,90345
24,317,202,1,amsterdam,1,german,0,90345
25,326,356,1,amsterdam,1,german,0,90345
26,724,368,1,amsterdam,1,german,0,90345
27,960,405,1,amsterdam,1,german,0,90345
28,218,292,1,amsterdam,1,german,0,90345
29,806,266,4,amsterdam,1,german,0,90345
30,945,178,0,amsterdam,1,german,0,90345
31,680,150,0,amsterdam,1,german,0,90345
32,83,174,0,amsterdam,1,german,0,90345
33,657,255,1,amsterdam,1,german,0,90345
34,969,84,0,amsterdam,1,german,0,90345
35,224,173,1,amsterdam,1,german,0,90345
36,482,80,0,amsterdam,1,german,0,90345
37,307,125,0,amsterdam,1,german,0,90345
38,271,81,0,amsterdam,1,german,0,90345
39,373,178,0,amsterdam,1,german,0,90345
40,460,83,0,amsterdam,1,german,0,90345
41,369,75,0,amsterdam,1,german,0,90345
42,706,125,0,amsterdam,1,german,0,90345
43,548,414,1,amsterdam,1,german,0,90345
44,917,402,1,amsterdam,1,german,0,90345
45,85,156,0,amsterdam,1,german,0,90345
46,311,102,13,amsterdam,1,german,0,90345
47,570,107,0,amsterdam,1,german,0,90345
48,410,126,1,amsterdam,1,german,0,90345
49,441,211,1,amsterdam,1,german,0,90345
50,45,174,0,amsterdam,1,german,0,90345
51,835,102,25,amsterdam,1,german,0,90345
52,517,171,0,amsterdam,1,german,0,90345
53,676,91,0,amsterdam,1,german,0,90345
54,778,108,0,amsterdam,1,german,0,90345
55,9,84,0,amsterdam,1,german,0,90345
56,660,171,0,amsterdam,1,german,0,90345
57,303,211,0,amsterdam,1,german,0,90345
58,269,151,0,amsterdam,1,german,0,90345
59,891,122,4,amsterdam,1,german,0,90345
60,505,108,0,amsterdam,1,german,0,90345
61,581,148,0,amsterdam,1,german,0,90345
62,117,91,0,amsterdam,1,german,0,90345
63,52,173,0,amsterdam,1,german,0,90345
64,585,78,1,amsterdam,1,german,0,90345
65,880,129,0,amsterdam,1,german,0,90345
66,455,174,8,amsterdam,1,german,0,90345
67,230,182,0,amsterdam,1,german,0,90345
68,223,150,0,amsterdam,1,german,0,90345
69,557,111,0,amsterdam,1,german,0,90345
70,588,173,0,amsterdam,1,german,0,90345
71,234,173,0,amsterdam,1,german,0,90345
72,821,109,0,amsterdam,1,german,0,90345
73,111,145,2,amsterdam,1,german,0,90345
74,493,174,0,amsterdam,1,german,0,90345
75,450,170,16,amsterdam,1,german,0,90345
76,745,109,0,amsterdam,1,german,0,90345
77,788,108,0,amsterdam,1,german,0,90345
78,163,289,1,amsterdam,1,german,0,90345
79,916,134,1,amsterdam,1,german,0,90345
80,510,426,1,amsterdam,1,german,0,90345
81,674,134,0,amsterdam,1,german,0,90345
82,921,91,0,amsterdam,1,german,0,90345
83,366,78,0,amsterdam,1,german,0,90345
84,256,78,0,amsterdam,1,german,0,90345
85,16,176,0,amsterdam,1,german,0,90345
86,628,150,0,amsterdam,1,german,0,90345
87,101,396,1,amsterdam,1,german,0,90345
88,375,105,0,amsterdam,1,german,0,90345
89,172,131,0,amsterdam,1,german,0,90345
90,752,400,1,amsterdam,1,german,0,90345
91,594,418,1,amsterdam,1,german,0,90345
92,352,99,15,amsterdam,1,german,0,90345
93,140,184,0,amsterdam,1,german,0,90345
94,86,111,0,amsterdam,1,german,0,90345
95,779,296,1,amsterdam,1,german,0,90345
96,783,99,0,amsterdam,1,german,0,90345
97,146,211,0,amsterdam,1,german,0,90345
98,283,114,1,amsterdam,1,german,0,90345
99,387,414,1,amsterdam,1,german,0,90345
100,760,271,1,amsterdam,1,german,0,90345
101,658,176,0,amsterdam,1,german,0,90345
102,214,294,1,amsterdam,1,german,0,90345
103,925,123,0,amsterdam,1,german,0,90345
104,679,150,0,amsterdam,1,german,0,90345
105,587,151,0,amsterdam,1,german,0,90345
106,475,105,0,amsterdam,1,german,0,90345
107,902,209,1,amsterdam,1,german,0,90345
108,211,147,0,amsterdam,1,german,0,90345
109,196,109,0,amsterdam,1,german,0,90345
110,630,153,0,amsterdam,1,german,0,90345
111,567,91,0,amsterdam,1,german,0,90345
112,157,368,1,amsterdam,1,german,0,90345
113,591,313,5,amsterdam,1,german,0,90345
114,750,112,7,amsterdam,1,german,0,90345
115,507,125,1,amsterdam,1,german,0,90345
116,515,405,1,amsterdam,1,german,0,90345
117,762,173,1,amsterdam,1,german,0,90345
118,34,78,0,amsterdam,1,german,0,90345
119,604,129,0,amsterdam,1,german,0,90345
120,105,173,0,amsterdam,1,german,0,90345
0,442,197,1,amsterdam,1,portuguese,0,90346
1,807,420,1,amsterdam,1,portuguese,0,90346
2,16,184,0,amsterdam,1,portuguese,0,90346
3,967,81,0,amsterdam,1,portuguese,0,90346
4,218,303,1,amsterdam,1,portuguese,0,90346
5,10,157,0,amsterdam,1,portuguese,0,90346
6,630,159,0,amsterdam,1,portuguese,0,90346
7,158,184,1,amsterdam,1,portuguese,0,90346
8,680,156,0,amsterdam,1,portuguese,0,90346
9,86,115,0,amsterdam,1,portuguese,0,90346
10,880,134,0,amsterdam,1,portuguese,0,90346
11,224,180,1,amsterdam,1,portuguese,0,90346
12,460,86,0,amsterdam,1,portuguese,0,90346
13,706,130,0,amsterdam,1,portuguese,0,90346
14,455,181,8,amsterdam,1,portuguese,0,90346
15,762,180,1,amsterdam,1,portuguese,0,90346
16,752,416,1,amsterdam,1,portuguese,0,90346
17,82,112,0,amsterdam,1,portuguese,0,90346
18,417,184,0,amsterdam,1,portuguese,0,90346
19,925,128,0,amsterdam,1,portuguese,0,90346
20,441,220,1,amsterdam,1,portuguese,0,90346
21,657,265,1,amsterdam,1,portuguese,0,90346
22,317,210,1,amsterdam,1,portuguese,0,90346
23,517,178,0,amsterdam,1,portuguese,0,90346
24,146,220,0,amsterdam,1,portuguese,0,90346
25,777,186,0,amsterdam,1,portuguese,0,90346
26,971,184,0,amsterdam,1,portuguese,0,90346
27,83,181,0,amsterdam,1,portuguese,0,90346
28,196,113,0,amsterdam,1,portuguese,0,90346
29,724,383,1,amsterdam,1,portuguese,0,90346
30,557,116,0,amsterdam,1,portuguese,0,90346
31,835,106,25,amsterdam,1,portuguese,0,90346
32,921,95,0,amsterdam,1,portuguese,0,90346
