,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,151,241,70,rome,22,latvian,0,90844
1,38,100,15,rome,22,latvian,0,90844
2,129,106,22,rome,22,latvian,0,90844
3,344,72,19,rome,22,latvian,0,90844
4,180,75,10,rome,22,latvian,0,90844
5,906,144,6,rome,22,latvian,0,90844
6,390,199,30,rome,22,latvian,0,90844
7,399,180,33,rome,22,latvian,0,90844
8,993,175,35,rome,22,latvian,0,90844
9,907,144,26,rome,22,latvian,0,90844
10,496,68,36,rome,22,latvian,0,90844
11,361,165,22,rome,22,latvian,0,90844
12,242,171,40,rome,22,latvian,0,90844
13,843,235,55,rome,22,latvian,0,90844
14,552,97,30,rome,22,latvian,0,90844
15,583,74,10,rome,22,latvian,0,90844
16,316,160,50,rome,22,latvian,0,90844
17,550,76,27,rome,22,latvian,0,90844
18,774,172,36,rome,22,latvian,0,90844
19,659,178,41,rome,22,latvian,0,90844
20,452,172,40,rome,22,latvian,0,90844
21,677,163,43,rome,22,latvian,0,90844
22,321,267,47,rome,22,latvian,0,90844
23,702,176,42,rome,22,latvian,0,90844
24,725,186,30,rome,22,latvian,0,90844
25,701,73,19,rome,22,latvian,0,90844
26,114,140,26,rome,22,latvian,0,90844
27,536,108,26,rome,22,latvian,0,90844
28,555,167,21,rome,22,latvian,0,90844
29,686,87,15,rome,22,latvian,0,90844
30,489,304,40,rome,22,latvian,0,90844
31,681,152,24,rome,22,latvian,0,90844
32,932,138,22,rome,22,latvian,0,90844
33,3,70,13,rome,22,latvian,0,90844
34,423,257,44,rome,22,latvian,0,90844
35,144,76,19,rome,22,latvian,0,90844
36,543,170,41,rome,22,latvian,0,90844
37,991,172,38,rome,22,latvian,0,90844
38,112,78,11,rome,22,latvian,0,90844
39,51,141,26,rome,22,latvian,0,90844
40,773,86,9,rome,22,latvian,0,90844
41,874,168,41,rome,22,latvian,0,90844
42,42,182,37,rome,22,latvian,0,90844
43,281,108,17,rome,22,latvian,0,90844
44,840,109,28,rome,22,latvian,0,90844
45,48,67,31,rome,22,latvian,0,90844
46,947,138,31,rome,22,latvian,0,90844
47,213,100,0,rome,22,latvian,0,90844
48,641,108,22,rome,22,latvian,0,90844
49,537,161,48,rome,22,latvian,0,90844
50,453,255,51,rome,22,latvian,0,90844
51,944,279,44,rome,22,latvian,0,90844
52,934,75,17,rome,22,latvian,0,90844
53,232,78,11,rome,22,latvian,0,90844
54,386,106,12,rome,22,latvian,0,90844
55,170,136,44,rome,22,latvian,0,90844
56,286,123,18,rome,22,latvian,0,90844
57,786,232,52,rome,22,latvian,0,90844
58,437,102,13,rome,22,latvian,0,90844
59,471,161,63,rome,22,latvian,0,90844
60,816,76,9,rome,22,latvian,0,90844
61,696,100,16,rome,22,latvian,0,90844
62,298,155,22,rome,22,latvian,0,90844
63,728,276,30,rome,22,latvian,0,90844
64,345,138,0,rome,22,latvian,0,90844
65,341,111,21,rome,22,latvian,0,90844
66,642,71,17,rome,22,latvian,0,90844
67,330,241,47,rome,22,latvian,0,90844
68,139,78,0,rome,22,latvian,0,90844
69,714,75,0,rome,22,latvian,0,90844
70,913,163,28,rome,22,latvian,0,90844
71,513,76,15,rome,22,latvian,0,90844
72,804,163,21,rome,22,latvian,0,90844
73,769,82,12,rome,22,latvian,0,90844
74,293,69,23,rome,22,latvian,0,90844
75,396,105,25,rome,22,latvian,0,90844
76,824,231,56,rome,22,latvian,0,90844
77,228,138,0,rome,22,latvian,0,90844
78,651,96,22,rome,22,latvian,0,90844
79,486,191,31,rome,22,latvian,0,90844
80,440,114,22,rome,22,latvian,0,90844
81,364,170,22,rome,22,latvian,0,90844
82,854,262,42,rome,22,latvian,0,90844
83,191,141,24,rome,22,latvian,0,90844
84,650,77,12,rome,22,latvian,0,90844
85,621,78,10,rome,22,latvian,0,90844
86,469,68,27,rome,22,latvian,0,90844
87,953,105,21,rome,22,latvian,0,90844
88,566,151,79,rome,22,latvian,0,90844
89,296,67,15,rome,22,latvian,0,90844
90,73,179,37,rome,22,latvian,0,90844
91,644,72,0,rome,22,latvian,0,90844
92,694,140,12,rome,22,latvian,0,90844
93,178,231,75,rome,22,latvian,0,90844
94,206,178,43,rome,22,latvian,0,90844
95,712,157,55,rome,22,latvian,0,90844
96,787,117,19,rome,22,latvian,0,90844
97,586,162,41,rome,22,latvian,0,90844
98,850,170,50,rome,22,latvian,0,90844
99,856,75,0,rome,22,latvian,0,90844
100,759,167,42,rome,22,latvian,0,90844
101,864,143,32,rome,22,latvian,0,90844
102,895,246,48,rome,22,latvian,0,90844
103,473,244,48,rome,22,latvian,0,90844
104,156,74,10,rome,22,latvian,0,90844
105,380,78,10,rome,22,latvian,0,90844
106,929,275,39,rome,22,latvian,0,90844
107,751,237,49,rome,22,latvian,0,90844
108,739,185,29,rome,22,latvian,0,90844
109,46,262,44,rome,22,latvian,0,90844
110,671,143,22,rome,22,latvian,0,90844
111,897,266,47,rome,22,latvian,0,90844
112,347,82,13,rome,22,latvian,0,90844
113,569,112,17,rome,22,latvian,0,90844
114,485,74,13,rome,22,latvian,0,90844
115,273,144,33,rome,22,latvian,0,90844
116,374,104,10,rome,22,latvian,0,90844
117,636,100,18,rome,22,latvian,0,90844
118,781,73,0,rome,22,latvian,0,90844
119,763,105,24,rome,22,latvian,0,90844
120,668,110,19,rome,22,latvian,0,90844
121,563,196,28,rome,22,latvian,0,90844
122,796,138,32,rome,22,latvian,0,90844
123,328,73,13,rome,22,latvian,0,90844
124,381,137,22,rome,22,latvian,0,90844
125,260,107,30,rome,22,latvian,0,90844
126,324,169,24,rome,22,latvian,0,90844
127,838,167,23,rome,22,latvian,0,90844
0,704,113,0,vienna,22,austrian,0,90845
1,219,187,36,vienna,22,austrian,0,90845
2,524,204,34,vienna,22,austrian,0,90845
3,927,188,35,vienna,22,austrian,0,90845
4,26,173,40,vienna,22,austrian,0,90845
5,268,108,27,vienna,22,austrian,0,90845
6,87,181,43,vienna,22,austrian,0,90845
7,646,111,32,vienna,22,austrian,0,90845
8,962,147,27,vienna,22,austrian,0,90845
9,890,83,7,vienna,22,austrian,0,90845
10,11,168,52,vienna,22,austrian,0,90845
11,315,266,63,vienna,22,austrian,0,90845
12,675,106,19,vienna,22,austrian,0,90845
13,446,112,0,vienna,22,austrian,0,90845
14,250,263,55,vienna,22,austrian,0,90845
15,979,157,23,vienna,22,austrian,0,90845
16,784,113,20,vienna,22,austrian,0,90845
17,943,188,44,vienna,22,austrian,0,90845
18,699,129,22,vienna,22,austrian,0,90845
19,266,83,11,vienna,22,austrian,0,90845
20,184,274,53,vienna,22,austrian,0,90845
21,171,75,23,vienna,22,austrian,0,90845
22,565,290,52,vienna,22,austrian,0,90845
23,549,111,11,vienna,22,austrian,0,90845
24,666,85,23,vienna,22,austrian,0,90845
25,343,84,18,vienna,22,austrian,0,90845
26,456,165,22,vienna,22,austrian,0,90845
27,426,107,20,vienna,22,austrian,0,90845
28,928,85,14,vienna,22,austrian,0,90845
29,848,171,58,vienna,22,austrian,0,90845
30,535,153,29,vienna,22,austrian,0,90845
31,8,119,22,vienna,22,austrian,0,90845
32,245,144,17,vienna,22,austrian,0,90845
33,210,104,30,vienna,22,austrian,0,90845
34,713,202,29,vienna,22,austrian,0,90845
35,801,194,38,vienna,22,austrian,0,90845
36,403,276,54,vienna,22,austrian,0,90845
37,996,111,21,vienna,22,austrian,0,90845
38,278,116,10,vienna,22,austrian,0,90845
